,name,att_wins,att_draws,att_losses,def_wins,def_draws,def_losses
137,omanyte,189,248,212,241,224,184
11,butterfree,162,247,240,201,264,184
368,relicanth,189,248,212,241,224,184
290,ninjask,162,247,240,201,264,184
564,carracosta,189,248,212,241,224,184
188,jumpluff,155,258,236,230,236,183
187,skiploom,155,258,236,230,236,183
186,hoppip,155,258,236,230,236,183
356,tropius,155,258,236,230,236,183
213,heracross,193,196,260,214,254,181
545,cottonee,188,199,262,268,201,180
546,whimsicott,188,199,262,268,201,180
90,cloyster,139,363,147,121,349,179
86,dewgong,139,363,147,121,349,179
130,lapras,139,363,147,121,349,179
362,spheal,139,363,147,121,349,179
363,sealeo,139,363,147,121,349,179
364,walrein,139,363,147,121,349,179
50,dugtrio,161,334,154,116,356,177
103,cubone,161,334,154,116,356,177
230,phanpy,161,334,154,116,356,177
449,hippowdon,161,334,154,116,356,177
448,hippopotas,161,334,154,116,356,177
231,donphan,161,334,154,116,356,177
528,drilbur,161,334,154,116,356,177
382,groudon,161,334,154,116,356,177
327,trapinch,161,334,154,116,356,177
49,diglett,161,334,154,116,356,177
566,archeops,239,284,126,298,175,176
565,archen,239,284,126,298,175,176
141,aerodactyl,239,284,126,298,175,176
318,sharpedo,165,251,233,286,188,175
317,carvanha,165,251,233,286,188,175
341,crawdaunt,165,251,233,286,188,175
212,shuckle,189,285,175,142,333,174
557,crustle,189,285,175,142,333,174
556,dwebble,189,285,175,142,333,174
346,anorith,189,285,175,142,333,174
347,armaldo,189,285,175,142,333,174
606,litwick,216,148,285,328,148,173
228,houndoom,204,211,234,242,234,173
227,houndour,204,211,234,242,234,173
608,chandelure,216,148,285,328,148,173
607,lampent,216,148,285,328,148,173
529,excadrill,108,301,240,375,112,162
207,steelix,108,301,240,375,112,162
344,lileep,152,298,199,123,366,160
345,cradily,152,298,199,123,366,160
410,bastiodon,172,265,212,348,146,155
409,shieldon,172,265,212,348,146,155
305,aggron,172,265,212,348,146,155
453,toxicroak,149,225,275,221,273,155
452,croagunk,149,225,275,221,273,155
304,lairon,172,265,212,348,146,155
475,probopass,172,265,212,348,146,155
303,aron,172,265,212,348,146,155
613,beartic,183,292,174,31,464,154
91,gastly,114,260,275,287,208,154
581,vanillite,183,292,174,31,464,154
582,vanillish,183,292,174,31,464,154
612,cubchoo,183,292,174,31,464,154
93,gengar,114,260,275,287,208,154
361,glalie,183,292,174,31,464,154
360,snorunt,183,292,174,31,464,154
377,regice,183,292,174,31,464,154
470,glaceon,183,292,174,31,464,154
92,haunter,114,260,275,287,208,154
614,cryogonal,183,292,174,31,464,154
583,vanilluxe,183,292,174,31,464,154
269,lotad,88,312,249,180,317,152
270,lombre,88,312,249,180,317,152
271,ludicolo,88,312,249,180,317,152
76,ponyta,162,296,191,200,298,151
77,rapidash,162,296,191,200,298,151
254,torchic,162,296,191,200,298,151
389,chimchar,162,296,191,200,298,151
4,charmeleon,162,296,191,200,298,151
630,heatmor,162,296,191,200,298,151
379,latias,108,390,151,299,199,151
380,latios,108,390,151,299,199,151
135,flareon,162,296,191,200,298,151
58,arcanine,162,296,191,200,298,151
239,magby,162,296,191,200,298,151
57,growlithe,162,296,191,200,298,151
243,entei,162,296,191,200,298,151
512,pansear,162,296,191,200,298,151
217,slugma,162,296,191,200,298,151
497,tepig,162,296,191,200,298,151
154,cyndaquil,162,296,191,200,298,151
155,quilava,162,296,191,200,298,151
156,typhlosion,162,296,191,200,298,151
466,magmortar,162,296,191,200,298,151
125,magmar,162,296,191,200,298,151
553,darumaka,162,296,191,200,298,151
513,simisear,162,296,191,200,298,151
3,charmander,162,296,191,200,298,151
323,torkoal,162,296,191,200,298,151
554,darmanitan,162,296,191,200,298,151
560,sigilyph,169,284,196,219,282,148
527,swoobat,169,284,196,219,282,148
526,woobat,169,284,196,219,282,148
176,natu,169,284,196,219,282,148
177,xatu,169,284,196,219,282,148
248,lugia,169,284,196,219,282,148
249,ho-oh,175,248,226,267,235,147
322,camerupt,141,316,192,207,295,147
5,charizard,175,248,226,267,235,147
321,numel,141,316,192,207,295,147
104,marowak,141,316,192,207,295,147
145,moltres,175,248,226,267,235,147
477,froslass,200,191,258,243,260,146
484,heatran,165,275,209,389,115,145
203,pineco,120,304,225,142,364,143
168,crobat,153,295,201,260,246,143
616,accelgor,120,304,225,142,364,143
587,karrablast,120,304,225,142,364,143
9,caterpie,120,304,225,142,364,143
10,metapod,120,304,225,142,364,143
126,pinsir,120,304,225,142,364,143
41,golbat,153,295,201,260,246,143
267,cascoon,120,304,225,142,364,143
265,silcoon,120,304,225,142,364,143
264,wurmple,120,304,225,142,364,143
40,zubat,153,295,201,260,246,143
615,shelmet,120,304,225,142,364,143
411,burmy,120,304,225,142,364,143
400,kricketot,120,304,225,142,364,143
401,kricketune,120,304,225,142,364,143
312,volbeat,120,304,225,142,364,143
313,illumise,120,304,225,142,364,143
56,primeape,169,269,211,126,385,138
537,throh,169,269,211,126,385,138
295,makuhita,169,269,211,126,385,138
296,hariyama,169,269,211,126,385,138
538,sawk,169,269,211,126,385,138
619,mienshao,169,269,211,126,385,138
618,mienfoo,169,269,211,126,385,138
532,gurdurr,169,269,211,126,385,138
236,hitmontop,169,269,211,126,385,138
105,hitmonlee,169,269,211,126,385,138
533,conkeldurr,169,269,211,126,385,138
446,riolu,169,269,211,126,385,138
66,machoke,169,269,211,126,385,138
65,machop,169,269,211,126,385,138
235,tyrogue,169,269,211,126,385,138
106,hitmonchan,169,269,211,126,385,138
67,machamp,169,269,211,126,385,138
55,mankey,169,269,211,126,385,138
531,timburr,169,269,211,126,385,138
645,kyurem,183,268,198,191,321,137
143,articuno,226,217,206,170,344,135
224,delibird,226,217,206,170,344,135
291,shedinja,112,253,284,281,234,134
425,drifblim,218,227,204,326,189,134
424,drifloon,218,227,204,326,189,134
399,bibarel,80,323,246,217,303,129
634,hydreigon,101,428,120,332,189,128
633,zweilous,101,428,120,332,189,128
632,deino,101,428,120,332,189,128
481,azelf,85,429,135,102,420,127
357,chimecho,85,429,135,102,420,127
517,musharna,85,429,135,102,420,127
479,uxie,85,429,135,102,420,127
487,cresselia,85,429,135,102,420,127
604,elgyem,85,429,135,102,420,127
605,beheeyem,85,429,135,102,420,127
432,chingling,85,429,135,102,420,127
516,munna,85,429,135,102,420,127
573,gothita,85,429,135,102,420,127
359,wynaut,85,429,135,102,420,127
574,gothorita,85,429,135,102,420,127
480,mesprit,85,429,135,102,420,127
576,solosis,85,429,135,102,420,127
577,duosion,85,429,135,102,420,127
578,reuniclus,85,429,135,102,420,127
385,deoxys,85,429,135,102,420,127
575,gothitelle,85,429,135,102,420,127
324,spoink,85,429,135,102,420,127
63,kadabra,85,429,135,102,420,127
95,drowzee,85,429,135,102,420,127
62,abra,85,429,135,102,420,127
201,wobbuffet,85,429,135,102,420,127
200,unown,85,429,135,102,420,127
195,espeon,85,429,135,102,420,127
149,mewtwo,85,429,135,102,420,127
96,hypno,85,429,135,102,420,127
150,mew,85,429,135,102,420,127
64,alakazam,85,429,135,102,420,127
325,grumpig,85,429,135,102,420,127
175,togetic,176,311,162,253,271,125
467,togekiss,176,311,162,253,271,125
307,medicham,152,263,234,83,442,124
306,meditite,152,263,234,83,442,124
474,gallade,152,263,234,83,442,124
282,surskit,113,260,276,207,323,119
182,marill,123,320,206,290,243,116
559,scrafty,153,284,212,174,359,116
558,scraggy,153,284,212,174,359,116
183,azumarill,123,320,206,290,243,116
71,tentacool,63,346,240,272,262,115
51,meowth,52,414,183,134,400,115
52,persian,52,414,183,134,400,115
72,tentacruel,63,346,240,272,262,115
19,raticate,52,414,183,134,400,115
18,rattata,52,414,183,134,400,115
210,qwilfish,63,346,240,272,262,115
644,landorus,132,435,82,230,305,114
642,reshiram,140,314,195,224,311,114
471,gliscor,132,435,82,230,305,114
206,gligar,132,435,82,230,305,114
358,absol,85,471,93,133,403,113
509,liepard,85,471,93,133,403,113
260,poochyena,85,471,93,133,403,113
261,mightyena,85,471,93,133,403,113
490,darkrai,85,471,93,133,403,113
569,zorua,85,471,93,133,403,113
196,umbreon,85,471,93,133,403,113
570,zoroark,85,471,93,133,403,113
508,purrloin,85,471,93,133,403,113
592,jellicent,178,193,278,374,163,112
591,frillish,178,193,278,374,163,112
316,swalot,75,389,185,160,379,110
22,ekans,75,389,185,160,379,110
108,koffing,75,389,185,160,379,110
32,nidorino,75,389,185,160,379,110
31,nidoran♂,75,389,185,160,379,110
335,seviper,75,389,185,160,379,110
29,nidorina,75,389,185,160,379,110
88,muk,75,389,185,160,379,110
87,grimer,75,389,185,160,379,110
567,trubbish,75,389,185,160,379,110
568,garbodor,75,389,185,160,379,110
315,gulpin,75,389,185,160,379,110
28,nidoran♀,75,389,185,160,379,110
23,arbok,75,389,185,160,379,110
109,weezing,75,389,185,160,379,110
461,magnezone,128,284,237,443,97,109
81,magneton,128,284,237,443,97,109
80,magnemite,128,284,237,443,97,109
280,kirlia,58,420,171,126,417,106
629,mandibuzz,186,325,138,244,299,106
438,mime jr.,58,420,171,126,417,106
279,ralts,58,420,171,126,417,106
121,mr. mime,58,420,171,126,417,106
628,vullaby,186,325,138,244,299,106
281,gardevoir,58,420,171,126,417,106
197,murkrow,186,325,138,244,299,106
429,honchkrow,186,325,138,244,299,106
202,girafarig,81,369,199,95,451,103
647,meloetta,81,369,199,95,451,103
115,horsea,115,352,182,206,341,102
549,basculin,115,352,182,206,341,102
455,finneon,115,352,182,206,341,102
54,golduck,115,352,182,206,341,102
59,poliwag,115,352,182,206,341,102
98,kingler,115,352,182,206,341,102
97,krabby,115,352,182,206,341,102
89,shellder,115,352,182,206,341,102
60,poliwhirl,115,352,182,206,341,102
85,seel,115,352,182,206,341,102
116,seadra,115,352,182,206,341,102
159,feraligatr,115,352,182,206,341,102
117,goldeen,115,352,182,206,341,102
500,oshawott,115,352,182,206,341,102
53,psyduck,115,352,182,206,341,102
158,croconaw,115,352,182,206,341,102
514,panpour,115,352,182,206,341,102
515,simipour,115,352,182,206,341,102
502,samurott,115,352,182,206,341,102
501,dewott,115,352,182,206,341,102
157,totodile,115,352,182,206,341,102
118,seaking,115,352,182,206,341,102
489,manaphy,115,352,182,206,341,102
133,vaporeon,115,352,182,206,341,102
534,tympole,115,352,182,206,341,102
593,alomomola,115,352,182,206,341,102
185,politoed,115,352,182,206,341,102
128,magikarp,115,352,182,206,341,102
119,staryu,115,352,182,206,341,102
488,phione,115,352,182,206,341,102
456,lumineon,115,352,182,206,341,102
418,floatzel,115,352,182,206,341,102
319,wailmer,115,352,182,206,341,102
244,suicune,115,352,182,206,341,102
257,mudkip,115,352,182,206,341,102
340,corphish,115,352,182,206,341,102
348,feebas,115,352,182,206,341,102
349,milotic,115,352,182,206,341,102
6,squirtle,115,352,182,206,341,102
7,wartortle,115,352,182,206,341,102
393,prinplup,115,352,182,206,341,102
392,piplup,115,352,182,206,341,102
381,kyogre,115,352,182,206,341,102
8,blastoise,115,352,182,206,341,102
369,luvdisc,115,352,182,206,341,102
367,gorebyss,115,352,182,206,341,102
366,huntail,115,352,182,206,341,102
417,buizel,115,352,182,206,341,102
365,clamperl,115,352,182,206,341,102
223,octillery,115,352,182,206,341,102
222,remoraid,115,352,182,206,341,102
320,wailord,115,352,182,206,341,102
421,shellos,115,352,182,206,341,102
170,lanturn,142,317,190,258,292,99
169,chinchou,142,317,190,258,292,99
435,bronzor,137,234,278,377,177,95
486,giratina,102,379,168,421,133,95
436,bronzong,137,234,278,377,177,95
384,jirachi,137,234,278,377,177,95
375,metagross,137,234,278,377,177,95
374,metang,137,234,278,377,177,95
373,beldum,137,234,278,377,177,95
640,tornadus,150,404,95,213,344,92
16,pidgeotto,149,362,138,201,357,91
637,cobalion,165,131,353,369,189,91
15,pidgey,149,362,138,201,357,91
20,spearow,149,362,138,201,357,91
397,staraptor,149,362,138,201,357,91
396,staravia,149,362,138,201,357,91
433,stunky,103,328,218,215,343,91
434,skuntank,103,328,218,215,343,91
395,starly,149,362,138,201,357,91
162,hoothoot,149,362,138,201,357,91
520,unfezant,149,362,138,201,357,91
275,taillow,149,362,138,201,357,91
276,swellow,149,362,138,201,357,91
440,chatot,149,362,138,201,357,91
17,pidgeot,149,362,138,201,357,91
518,pidove,149,362,138,201,357,91
519,tranquill,149,362,138,201,357,91
332,swablu,149,362,138,201,357,91
163,noctowl,149,362,138,201,357,91
627,braviary,149,362,138,201,357,91
626,rufflet,149,362,138,201,357,91
82,farfetch'd,149,362,138,201,357,91
21,fearow,149,362,138,201,357,91
84,dodrio,149,362,138,201,357,91
83,doduo,149,362,138,201,357,91
447,lucario,165,131,353,369,189,91
451,drapion,103,328,218,215,343,91
478,rotom,190,183,276,314,245,90
598,klink,76,372,201,408,155,86
378,registeel,76,372,201,408,155,86
599,klang,76,372,201,408,155,86
600,klinklang,76,372,201,408,155,86
148,dragonite,175,350,124,327,237,85
333,altaria,175,350,124,327,237,85
372,salamence,175,350,124,327,237,85
623,pawniard,121,286,242,414,150,85
624,bisharp,121,286,242,414,150,85
383,rayquaza,175,350,124,327,237,85
643,zekrom,154,290,205,316,249,84
442,gible,165,305,179,188,380,81
443,gabite,165,305,179,188,380,81
329,flygon,165,305,179,188,380,81
328,vibrava,165,305,179,188,380,81
444,garchomp,165,305,179,188,380,81
594,joltik,154,223,272,166,404,79
595,galvantula,154,223,272,166,404,79
394,empoleon,106,300,243,448,125,76
258,marshtomp,182,208,259,200,374,75
535,palpitoad,182,208,259,200,374,75
259,swampert,182,208,259,200,374,75
536,seismitoad,182,208,259,200,374,75
193,wooper,182,208,259,200,374,75
339,whiscash,182,208,259,200,374,75
194,quagsire,182,208,259,200,374,75
422,gastrodon,182,208,259,200,374,75
338,barboach,182,208,259,200,374,75
597,ferrothorn,109,228,312,476,102,71
596,ferroseed,109,228,312,476,102,71
39,wigglytuff,83,379,187,133,448,68
173,igglybuff,83,379,187,133,448,68
38,jigglypuff,83,379,187,133,448,68
297,azurill,83,379,187,133,448,68
174,togepi,88,438,123,143,439,67
34,clefairy,88,438,123,143,439,67
226,skarmory,184,262,203,430,152,67
172,cleffa,88,438,123,143,439,67
208,snubbull,88,438,123,143,439,67
209,granbull,88,438,123,143,439,67
35,clefable,88,438,123,143,439,67
370,bagon,28,564,57,249,335,65
371,shelgon,28,564,57,249,335,65
620,druddigon,28,564,57,249,335,65
146,dratini,28,564,57,249,335,65
147,dragonair,28,564,57,249,335,65
611,haxorus,28,564,57,249,335,65
609,axew,28,564,57,249,335,65
610,fraxure,28,564,57,249,335,65
302,mawile,151,246,252,432,156,61
580,swanna,166,310,173,292,302,55
353,banette,91,432,126,227,367,55
579,ducklett,166,310,173,292,302,55
561,yamask,91,432,126,227,367,55
562,cofagrigus,91,432,126,227,367,55
355,dusclops,91,432,126,227,367,55
354,duskull,91,432,126,227,367,55
352,shuppet,91,432,126,227,367,55
428,mismagius,91,432,126,227,367,55
129,gyarados,166,310,173,292,302,55
225,mantine,166,310,173,292,302,55
457,mantyke,166,310,173,292,302,55
476,dusknoir,91,432,126,227,367,55
278,pelipper,166,310,173,292,302,55
277,wingull,166,310,173,292,302,55
199,misdreavus,91,432,126,227,367,55
482,dialga,80,344,225,474,120,55
242,raikou,154,320,175,145,452,52
311,minun,154,320,175,145,452,52
403,luxio,154,320,175,145,452,52
404,luxray,154,320,175,145,452,52
124,electabuzz,154,320,175,145,452,52
465,electivire,154,320,175,145,452,52
310,plusle,154,320,175,145,452,52
416,pachirisu,154,320,175,145,452,52
25,raichu,154,320,175,145,452,52
24,pikachu,154,320,175,145,452,52
238,elekid,154,320,175,145,452,52
309,manectric,154,320,175,145,452,52
308,electrike,154,320,175,145,452,52
402,shinx,154,320,175,145,452,52
180,ampharos,154,320,175,145,452,52
179,flaaffy,154,320,175,145,452,52
178,mareep,154,320,175,145,452,52
171,pichu,154,320,175,145,452,52
603,eelektross,154,320,175,145,452,52
602,eelektrik,154,320,175,145,452,52
99,voltorb,154,320,175,145,452,52
100,electrode,154,320,175,145,452,52
521,blitzle,154,320,175,145,452,52
522,zebstrika,154,320,175,145,452,52
134,jolteon,154,320,175,145,452,52
601,tynamo,154,320,175,145,452,52
588,escavalier,156,174,319,394,206,49
631,durant,156,174,319,394,206,49
648,genesect,156,174,319,394,206,49
204,forretress,156,174,319,394,206,49
211,scizor,156,174,319,394,206,49
144,zapdos,219,280,150,292,312,45
641,thundurus,219,280,150,292,312,45
586,emolga,219,280,150,292,312,45
229,kingdra,112,334,203,191,414,44
483,palkia,112,334,203,191,414,44
426,buneary,0,544,105,27,582,40
423,ambipom,0,544,105,27,582,40
427,lopunny,0,544,105,27,582,40
241,blissey,0,544,105,27,582,40
625,bouffalant,0,544,105,27,582,40
232,porygon2,0,544,105,27,582,40
430,glameow,0,544,105,27,582,40
233,stantler,0,544,105,27,582,40
234,smeargle,0,544,105,27,582,40
240,miltank,0,544,105,27,582,40
262,zigzagoon,0,544,105,27,582,40
398,bidoof,0,544,105,27,582,40
216,ursaring,0,544,105,27,582,40
263,linoone,0,544,105,27,582,40
286,slakoth,0,544,105,27,582,40
287,vigoroth,0,544,105,27,582,40
288,slaking,0,544,105,27,582,40
292,whismur,0,544,105,27,582,40
293,loudred,0,544,105,27,582,40
294,exploud,0,544,105,27,582,40
299,skitty,0,544,105,27,582,40
300,delcatty,0,544,105,27,582,40
351,kecleon,0,544,105,27,582,40
350,castform,0,544,105,27,582,40
334,zangoose,0,544,105,27,582,40
431,purugly,0,544,105,27,582,40
439,happiny,0,544,105,27,582,40
215,teddiursa,0,544,105,27,582,40
572,cinccino,0,544,105,27,582,40
571,minccino,0,544,105,27,582,40
107,lickitung,0,544,105,27,582,40
112,chansey,0,544,105,27,582,40
114,kangaskhan,0,544,105,27,582,40
127,tauros,0,544,105,27,582,40
131,ditto,0,544,105,27,582,40
132,eevee,0,544,105,27,582,40
530,audino,0,544,105,27,582,40
136,porygon,0,544,105,27,582,40
142,snorlax,0,544,105,27,582,40
160,sentret,0,544,105,27,582,40
161,furret,0,544,105,27,582,40
507,stoutland,0,544,105,27,582,40
506,herdier,0,544,105,27,582,40
505,lillipup,0,544,105,27,582,40
504,watchog,0,544,105,27,582,40
503,patrat,0,544,105,27,582,40
492,arceus,0,544,105,27,582,40
485,regigigas,0,544,105,27,582,40
473,porygon-z,0,544,105,27,582,40
189,aipom,0,544,105,27,582,40
462,lickilicky,0,544,105,27,582,40
205,dunsparce,0,544,105,27,582,40
445,munchlax,0,544,105,27,582,40
326,spinda,0,544,105,27,582,40
301,sableye,91,384,174,247,389,13
441,spiritomb,91,384,174,247,389,13
