,name,att_wins,att_draws,att_losses,def_wins,def_draws,def_losses
246,pupitar,103,174,109,154,86,146
94,onix,103,174,109,154,86,146
344,lileep,103,175,108,74,228,84
377,regice,102,178,106,18,284,84
134,jolteon,102,189,95,80,271,35
124,electabuzz,102,189,95,80,271,35
180,ampharos,102,189,95,80,271,35
238,elekid,102,189,95,80,271,35
99,voltorb,102,189,95,80,271,35
100,electrode,102,189,95,80,271,35
248,lugia,102,176,108,123,186,77
242,raikou,102,189,95,80,271,35
309,manectric,102,189,95,80,271,35
179,flaaffy,102,189,95,80,271,35
310,plusle,102,189,95,80,271,35
176,natu,102,176,108,123,186,77
177,xatu,102,176,108,123,186,77
171,pichu,102,189,95,80,271,35
361,glalie,102,178,106,18,284,84
25,raichu,102,189,95,80,271,35
311,minun,102,189,95,80,271,35
24,pikachu,102,189,95,80,271,35
178,mareep,102,189,95,80,271,35
360,snorunt,102,178,106,18,284,84
308,electrike,102,189,95,80,271,35
277,wingull,100,177,109,178,178,30
225,mantine,100,177,109,178,178,30
129,gyarados,100,177,109,178,178,30
278,pelipper,100,177,109,178,178,30
329,flygon,99,180,107,119,216,51
328,vibrava,99,180,107,119,216,51
256,blaziken,98,103,185,108,129,149
255,combusken,98,103,185,108,129,149
318,sharpedo,97,152,137,171,114,101
382,groudon,97,201,88,72,207,107
383,rayquaza,97,216,73,197,137,52
333,altaria,97,216,73,197,137,52
327,trapinch,97,201,88,72,207,107
50,dugtrio,97,201,88,72,207,107
103,cubone,97,201,88,72,207,107
49,diglett,97,201,88,72,207,107
341,crawdaunt,97,152,137,171,114,101
250,celebi,97,120,169,159,106,121
230,phanpy,97,201,88,72,207,107
317,carvanha,97,152,137,171,114,101
102,exeggutor,97,120,169,159,106,121
231,donphan,97,201,88,72,207,107
372,salamence,97,216,73,197,137,52
101,exeggcute,97,120,169,159,106,121
148,dragonite,97,216,73,197,137,52
78,slowpoke,96,143,147,160,126,100
79,slowbro,96,143,147,160,126,100
289,nincada,96,179,111,93,159,134
198,slowking,96,143,147,160,126,100
120,starmie,96,143,147,160,126,100
249,ho-oh,95,150,141,151,140,95
5,charizard,95,150,141,151,140,95
145,moltres,95,150,141,151,140,95
175,togetic,93,190,103,141,164,81
192,yanma,93,148,145,114,164,108
236,hitmontop,93,161,132,70,224,92
181,bellossom,93,144,149,124,153,109
235,tyrogue,93,161,132,70,224,92
152,bayleef,93,144,149,124,153,109
164,ledyba,93,148,145,114,164,108
165,ledian,93,148,145,114,164,108
153,meganium,93,144,149,124,153,109
151,chikorita,93,144,149,124,153,109
190,sunkern,93,144,149,124,153,109
55,mankey,93,161,132,70,224,92
272,seedot,93,144,149,124,153,109
67,machamp,93,161,132,70,224,92
122,scyther,93,148,145,114,164,108
11,butterfree,93,148,145,114,164,108
56,primeape,93,161,132,70,224,92
296,hariyama,93,161,132,70,224,92
295,makuhita,93,161,132,70,224,92
290,ninjask,93,148,145,114,164,108
284,shroomish,93,144,149,124,153,109
283,masquerain,93,148,145,114,164,108
65,machop,93,161,132,70,224,92
191,sunflora,93,144,149,124,153,109
66,machoke,93,161,132,70,224,92
266,beautifly,93,148,145,114,164,108
105,hitmonlee,93,161,132,70,224,92
106,hitmonchan,93,161,132,70,224,92
113,tangela,93,144,149,124,153,109
330,cacnea,93,144,149,124,153,109
251,treecko,93,144,149,124,153,109
253,sceptile,93,144,149,124,153,109
252,grovyle,93,144,149,124,153,109
40,zubat,91,181,114,160,143,83
168,crobat,91,181,114,160,143,83
41,golbat,91,181,114,160,143,83
373,beldum,89,140,157,226,109,51
374,metang,89,140,157,226,109,51
375,metagross,89,140,157,226,109,51
384,jirachi,89,140,157,226,109,51
217,slugma,88,176,122,107,182,97
57,growlithe,88,176,122,107,182,97
58,arcanine,88,176,122,107,182,97
323,torkoal,88,176,122,107,182,97
125,magmar,88,176,122,107,182,97
77,rapidash,88,176,122,107,182,97
76,ponyta,88,176,122,107,182,97
156,typhlosion,88,176,122,107,182,97
155,quilava,88,176,122,107,182,97
154,cyndaquil,88,176,122,107,182,97
4,charmeleon,88,176,122,107,182,97
3,charmander,88,176,122,107,182,97
254,torchic,88,176,122,107,182,97
135,flareon,88,176,122,107,182,97
239,magby,88,176,122,107,182,97
243,entei,88,176,122,107,182,97
220,piloswine,87,170,129,50,179,157
219,swinub,87,170,129,50,179,157
26,sandshrew,87,170,129,50,179,157
302,mawile,87,140,159,254,97,35
27,sandslash,87,170,129,50,179,157
307,medicham,86,165,135,47,263,76
306,meditite,86,165,135,47,263,76
362,spheal,85,211,90,80,211,95
363,sealeo,85,211,90,80,211,95
364,walrein,85,211,90,80,211,95
86,dewgong,85,211,90,80,211,95
90,cloyster,85,211,90,80,211,95
130,lapras,85,211,90,80,211,95
332,swablu,83,232,71,115,217,54
314,roselia,83,148,155,141,121,124
1,ivysaur,83,148,155,141,121,124
276,swellow,83,232,71,115,217,54
275,taillow,83,232,71,115,217,54
0,bulbasaur,83,148,155,141,121,124
43,gloom,83,148,155,141,121,124
163,noctowl,83,232,71,115,217,54
21,fearow,83,232,71,115,217,54
17,pidgeot,83,232,71,115,217,54
42,oddish,83,148,155,141,121,124
68,bellsprout,83,148,155,141,121,124
16,pidgeotto,83,232,71,115,217,54
69,weepinbell,83,148,155,141,121,124
20,spearow,83,232,71,115,217,54
70,victreebel,83,148,155,141,121,124
15,pidgey,83,232,71,115,217,54
84,dodrio,83,232,71,115,217,54
44,vileplume,83,148,155,141,121,124
162,hoothoot,83,232,71,115,217,54
82,farfetch'd,83,232,71,115,217,54
2,venusaur,83,148,155,141,121,124
83,doduo,83,232,71,115,217,54
211,scizor,82,113,191,239,118,29
204,forretress,82,113,191,239,118,29
206,gligar,81,255,50,137,174,75
169,chinchou,81,196,109,153,177,56
170,lanturn,81,196,109,153,177,56
80,magnemite,79,180,127,263,58,65
81,magneton,79,180,127,263,58,65
104,marowak,78,187,121,120,166,100
321,numel,78,187,121,120,166,100
322,camerupt,78,187,121,120,166,100
207,steelix,74,169,143,228,55,103
282,surskit,72,140,174,121,195,70
268,dustox,71,146,169,100,164,122
47,venonat,71,146,169,100,164,122
166,spinarak,71,146,169,100,164,122
14,beedrill,71,146,169,100,164,122
13,kakuna,71,146,169,100,164,122
48,venomoth,71,146,169,100,164,122
167,ariados,71,146,169,100,164,122
12,weedle,71,146,169,100,164,122
380,latios,69,233,84,182,121,83
379,latias,69,233,84,182,121,83
118,seaking,68,206,112,127,204,55
89,shellder,68,206,112,127,204,55
117,goldeen,68,206,112,127,204,55
116,seadra,68,206,112,127,204,55
115,horsea,68,206,112,127,204,55
60,poliwhirl,68,206,112,127,204,55
59,poliwag,68,206,112,127,204,55
97,krabby,68,206,112,127,204,55
257,mudkip,68,206,112,127,204,55
98,kingler,68,206,112,127,204,55
320,wailord,68,206,112,127,204,55
319,wailmer,68,206,112,127,204,55
53,psyduck,68,206,112,127,204,55
54,golduck,68,206,112,127,204,55
119,staryu,68,206,112,127,204,55
85,seel,68,206,112,127,204,55
223,octillery,68,206,112,127,204,55
159,feraligatr,68,206,112,127,204,55
183,azumarill,68,186,132,172,142,72
6,squirtle,68,206,112,127,204,55
182,marill,68,186,132,172,142,72
7,wartortle,68,206,112,127,204,55
381,kyogre,68,206,112,127,204,55
8,blastoise,68,206,112,127,204,55
369,luvdisc,68,206,112,127,204,55
367,gorebyss,68,206,112,127,204,55
222,remoraid,68,206,112,127,204,55
366,huntail,68,206,112,127,204,55
365,clamperl,68,206,112,127,204,55
185,politoed,68,206,112,127,204,55
158,croconaw,68,206,112,127,204,55
157,totodile,68,206,112,127,204,55
128,magikarp,68,206,112,127,204,55
244,suicune,68,206,112,127,204,55
133,vaporeon,68,206,112,127,204,55
340,corphish,68,206,112,127,204,55
348,feebas,68,206,112,127,204,55
349,milotic,68,206,112,127,204,55
203,pineco,67,183,136,75,227,84
9,caterpie,67,183,136,75,227,84
10,metapod,67,183,136,75,227,84
91,gastly,67,158,161,172,130,84
92,haunter,67,158,161,172,130,84
93,gengar,67,158,161,172,130,84
126,pinsir,67,183,136,75,227,84
312,volbeat,67,183,136,75,227,84
267,cascoon,67,183,136,75,227,84
265,silcoon,67,183,136,75,227,84
264,wurmple,67,183,136,75,227,84
313,illumise,67,183,136,75,227,84
229,kingdra,66,192,128,121,238,27
291,shedinja,66,149,171,165,150,71
63,kadabra,58,255,73,59,264,63
357,chimecho,58,255,73,59,264,63
62,abra,58,255,73,59,264,63
359,wynaut,58,255,73,59,264,63
325,grumpig,58,255,73,59,264,63
324,spoink,58,255,73,59,264,63
64,alakazam,58,255,73,59,264,63
385,deoxys,58,255,73,59,264,63
149,mewtwo,58,255,73,59,264,63
195,espeon,58,255,73,59,264,63
96,hypno,58,255,73,59,264,63
95,drowzee,58,255,73,59,264,63
200,unown,58,255,73,59,264,63
201,wobbuffet,58,255,73,59,264,63
150,mew,58,255,73,59,264,63
30,nidoqueen,57,199,130,104,159,123
33,nidoking,57,199,130,104,159,123
271,ludicolo,55,192,139,116,176,94
202,girafarig,55,225,106,54,278,54
270,lombre,55,192,139,116,176,94
269,lotad,55,192,139,116,176,94
352,shuppet,52,264,70,138,227,21
353,banette,52,264,70,138,227,21
199,misdreavus,52,264,70,138,227,21
354,duskull,52,264,70,138,227,21
355,dusclops,52,264,70,138,227,21
301,sableye,52,238,96,156,220,10
208,snubbull,47,257,82,76,263,47
209,granbull,47,257,82,76,263,47
34,clefairy,47,257,82,76,263,47
172,cleffa,47,257,82,76,263,47
35,clefable,47,257,82,76,263,47
261,mightyena,47,290,49,72,250,64
260,poochyena,47,290,49,72,250,64
358,absol,47,290,49,72,250,64
174,togepi,47,257,82,76,263,47
378,registeel,47,221,118,242,96,48
196,umbreon,47,290,49,72,250,64
316,swalot,46,235,105,97,221,68
31,nidoran♂,46,235,105,97,221,68
32,nidorino,46,235,105,97,221,68
23,arbok,46,235,105,97,221,68
22,ekans,46,235,105,97,221,68
88,muk,46,235,105,97,221,68
335,seviper,46,235,105,97,221,68
87,grimer,46,235,105,97,221,68
28,nidoran♀,46,235,105,97,221,68
29,nidorina,46,235,105,97,221,68
315,gulpin,46,235,105,97,221,68
109,weezing,46,235,105,97,221,68
108,koffing,46,235,105,97,221,68
173,igglybuff,45,227,114,67,275,44
39,wigglytuff,45,227,114,67,275,44
38,jigglypuff,45,227,114,67,275,44
297,azurill,45,227,114,67,275,44
210,qwilfish,44,193,149,167,155,64
72,tentacruel,44,193,149,167,155,64
71,tentacool,44,193,149,167,155,64
51,meowth,32,261,93,73,249,64
18,rattata,32,261,93,73,249,64
19,raticate,32,261,93,73,249,64
52,persian,32,261,93,73,249,64
121,mr. mime,29,261,96,67,259,60
281,gardevoir,29,261,96,67,259,60
280,kirlia,29,261,96,67,259,60
279,ralts,29,261,96,67,259,60
146,dratini,13,341,32,153,193,40
370,bagon,13,341,32,153,193,40
371,shelgon,13,341,32,153,193,40
147,dragonair,13,341,32,153,193,40
160,sentret,0,334,52,10,358,18
205,dunsparce,0,334,52,10,358,18
216,ursaring,0,334,52,10,358,18
215,teddiursa,0,334,52,10,358,18
232,porygon2,0,334,52,10,358,18
161,furret,0,334,52,10,358,18
288,slaking,0,334,52,10,358,18
233,stantler,0,334,52,10,358,18
234,smeargle,0,334,52,10,358,18
293,loudred,0,334,52,10,358,18
294,exploud,0,334,52,10,358,18
287,vigoroth,0,334,52,10,358,18
286,slakoth,0,334,52,10,358,18
299,skitty,0,334,52,10,358,18
300,delcatty,0,334,52,10,358,18
263,linoone,0,334,52,10,358,18
262,zigzagoon,0,334,52,10,358,18
107,lickitung,0,334,52,10,358,18
112,chansey,0,334,52,10,358,18
114,kangaskhan,0,334,52,10,358,18
326,spinda,0,334,52,10,358,18
127,tauros,0,334,52,10,358,18
131,ditto,0,334,52,10,358,18
132,eevee,0,334,52,10,358,18
241,blissey,0,334,52,10,358,18
240,miltank,0,334,52,10,358,18
334,zangoose,0,334,52,10,358,18
292,whismur,0,334,52,10,358,18
136,porygon,0,334,52,10,358,18
142,snorlax,0,334,52,10,358,18
350,castform,0,334,52,10,358,18
351,kecleon,0,334,52,10,358,18
189,aipom,0,334,52,10,358,18
