,name,att_wins,att_draws,att_losses,def_wins,def_draws,def_losses
289,nincada,184,357,260,182,358,261
250,celebi,181,227,393,313,231,257
101,exeggcute,181,227,393,313,231,257
102,exeggutor,181,227,393,313,231,257
45,paras,216,202,383,303,244,254
659,diggersby,122,432,247,169,378,254
541,leavanny,216,202,383,303,244,254
46,parasect,216,202,383,303,244,254
539,sewaddle,216,202,383,303,244,254
412,wormadam,216,202,383,303,244,254
622,golurk,262,243,296,350,197,254
621,golett,262,243,296,350,197,254
540,swadloon,216,202,383,303,244,254
769,palossand,262,243,296,350,197,254
768,sandygast,262,243,296,350,197,254
792,nihilego,271,313,217,292,256,253
406,roserade,142,316,343,299,250,252
405,budew,142,316,343,299,250,252
1,ivysaur,142,316,343,299,250,252
589,foongus,142,316,343,299,250,252
314,roselia,142,316,343,299,250,252
590,amoonguss,142,316,343,299,250,252
0,bulbasaur,142,316,343,299,250,252
70,victreebel,142,316,343,299,250,252
2,venusaur,142,316,343,299,250,252
68,bellsprout,142,316,343,299,250,252
44,vileplume,142,316,343,299,250,252
43,gloom,142,316,343,299,250,252
42,oddish,142,316,343,299,250,252
69,weepinbell,142,316,343,299,250,252
585,sawsbuck,137,277,387,272,279,250
584,deerling,137,277,387,272,279,250
37,ninetales,253,329,219,179,376,246
36,vulpix,253,329,219,179,376,246
544,scolipede,152,294,355,221,336,244
543,whirlipede,152,294,355,221,336,244
167,ariados,152,294,355,221,336,244
166,spinarak,152,294,355,221,336,244
542,venipede,152,294,355,221,336,244
268,dustox,152,294,355,221,336,244
48,venomoth,152,294,355,221,336,244
14,beedrill,152,294,355,221,336,244
13,kakuna,152,294,355,221,336,244
12,weedle,152,294,355,221,336,244
218,magcargo,251,301,249,318,239,244
450,skorupi,152,294,355,221,336,244
47,venonat,152,294,355,221,336,244
61,poliwrath,236,181,384,307,255,239
646,keldeo,236,181,384,307,255,239
213,heracross,231,227,343,259,304,238
793,buzzwole,231,227,343,259,304,238
794,pheromosa,231,227,343,259,304,238
33,nidoking,120,408,273,223,342,236
30,nidoqueen,120,408,273,223,342,236
617,stunfisk,229,271,301,222,347,232
700,hawlucha,233,303,265,288,284,229
90,cloyster,167,454,180,146,427,228
130,lapras,167,454,180,146,427,228
364,walrein,167,454,180,146,427,228
363,sealeo,167,454,180,146,427,228
726,incineroar,246,251,304,296,277,228
362,spheal,167,454,180,146,427,228
228,houndoom,246,251,304,296,277,228
388,torterra,223,311,267,136,437,228
227,houndour,246,251,304,296,277,228
86,dewgong,167,454,180,146,427,228
283,masquerain,204,293,304,250,324,227
192,yanma,204,293,304,250,324,227
165,ledian,204,293,304,250,324,227
164,ledyba,204,293,304,250,324,227
468,yanmega,204,293,304,250,324,227
198,slowking,183,291,327,311,263,227
757,salazzle,181,258,362,333,241,227
266,beautifly,204,293,304,250,324,227
78,slowpoke,183,291,327,311,263,227
756,salandit,181,258,362,333,241,227
79,slowbro,183,291,327,311,263,227
665,vivillon,204,293,304,250,324,227
413,mothim,204,293,304,250,324,227
11,butterfree,204,293,304,250,324,227
290,ninjask,204,293,304,250,324,227
778,bruxish,183,291,327,311,263,227
120,starmie,183,291,327,311,263,227
415,vespiquen,204,293,304,250,324,227
122,scyther,204,293,304,250,324,227
414,combee,204,293,304,250,324,227
493,victini,218,253,330,268,307,226
654,delphox,218,253,330,268,307,226
491,shaymin,162,298,341,249,327,225
284,shroomish,162,298,341,249,327,225
181,bellossom,162,298,341,249,327,225
752,fomantis,162,298,341,249,327,225
555,maractus,162,298,341,249,327,225
753,lurantis,162,298,341,249,327,225
650,quilladin,162,298,341,249,327,225
563,tirtouga,227,304,270,284,292,225
688,barbaracle,227,304,270,284,292,225
548,lilligant,162,298,341,249,327,225
494,snivy,162,298,341,249,327,225
318,sharpedo,200,296,305,340,236,225
386,turtwig,162,298,341,249,327,225
387,grotle,162,298,341,249,327,225
330,cacnea,162,298,341,249,327,225
221,corsola,227,304,270,284,292,225
511,simisage,162,298,341,249,327,225
510,pansage,162,298,341,249,327,225
657,greninja,200,296,305,340,236,225
251,treecko,162,298,341,249,327,225
496,serperior,162,298,341,249,327,225
113,tangela,162,298,341,249,327,225
495,servine,162,298,341,249,327,225
547,petilil,162,298,341,249,327,225
191,sunflora,162,298,341,249,327,225
190,sunkern,162,298,341,249,327,225
419,cherubi,162,298,341,249,327,225
564,carracosta,227,304,270,284,292,225
252,grovyle,162,298,341,249,327,225
153,meganium,162,298,341,249,327,225
762,tsareena,162,298,341,249,327,225
137,omanyte,227,304,270,284,292,225
138,omastar,227,304,270,284,292,225
139,kabuto,227,304,270,284,292,225
140,kabutops,227,304,270,284,292,225
420,cherrim,162,298,341,249,327,225
761,steenee,162,298,341,249,327,225
760,bounsweet,162,298,341,249,327,225
253,sceptile,162,298,341,249,327,225
272,seedot,162,298,341,249,327,225
151,chikorita,162,298,341,249,327,225
152,bayleef,162,298,341,249,327,225
317,carvanha,200,296,305,340,236,225
341,crawdaunt,200,296,305,340,236,225
464,tangrowth,162,298,341,249,327,225
368,relicanth,227,304,270,284,292,225
649,chespin,162,298,341,249,327,225
687,binacle,227,304,270,284,292,225
469,leafeon,162,298,341,249,327,225
672,gogoat,162,298,341,249,327,225
454,carnivine,162,298,341,249,327,225
671,skiddo,162,298,341,249,327,225
636,volcarona,213,216,372,238,339,224
635,larvesta,213,216,372,238,339,224
758,stufful,141,351,309,181,400,220
721,rowlet,188,326,287,284,297,220
356,tropius,188,326,287,284,297,220
187,skiploom,188,326,287,284,297,220
759,bewear,141,351,309,181,400,220
722,dartrix,188,326,287,284,297,220
186,hoppip,188,326,287,284,297,220
188,jumpluff,188,326,287,284,297,220
382,groudon,200,401,200,135,447,219
231,donphan,200,401,200,135,447,219
448,hippopotas,200,401,200,135,447,219
748,mudbray,200,401,200,135,447,219
230,phanpy,200,401,200,135,447,219
449,hippowdon,200,401,200,135,447,219
327,trapinch,200,401,200,135,447,219
749,mudsdale,200,401,200,135,447,219
528,drilbur,200,401,200,135,447,219
49,diglett,200,401,200,135,447,219
103,cubone,200,401,200,135,447,219
50,dugtrio,200,401,200,135,447,219
696,tyrantrum,243,386,172,301,282,218
695,tyrunt,243,386,172,301,282,218
754,morelull,228,248,325,342,246,213
755,shiinotic,228,248,325,342,246,213
546,whimsicott,228,248,325,342,246,213
545,cottonee,228,248,325,342,246,213
786,tapu bulu,228,248,325,342,246,213
565,archen,300,346,155,348,241,212
566,archeops,300,346,155,348,241,212
141,aerodactyl,300,346,155,348,241,212
773,minior,300,346,155,348,241,212
556,dwebble,228,346,227,165,425,211
666,litleo,168,337,296,269,321,211
557,crustle,228,346,227,165,425,211
667,pyroar,168,337,296,269,321,211
212,shuckle,228,346,227,165,425,211
346,anorith,228,346,227,165,425,211
347,armaldo,228,346,227,165,425,211
606,litwick,270,177,354,405,190,206
607,lampent,270,177,354,405,190,206
608,chandelure,270,177,354,405,190,206
612,cubchoo,231,352,218,33,568,200
360,snorunt,231,352,218,33,568,200
583,vanilluxe,231,352,218,33,568,200
613,beartic,231,352,218,33,568,200
614,cryogonal,231,352,218,33,568,200
581,vanillite,231,352,218,33,568,200
711,bergmite,231,352,218,33,568,200
361,glalie,231,352,218,33,568,200
377,regice,231,352,218,33,568,200
582,vanillish,231,352,218,33,568,200
470,glaceon,231,352,218,33,568,200
712,avalugg,231,352,218,33,568,200
782,hakamo-o,209,300,292,375,227,199
783,kommo-o,209,300,292,375,227,199
380,latios,138,463,200,356,251,194
379,latias,138,463,200,356,251,194
344,lileep,180,368,253,144,464,193
345,cradily,180,368,253,144,464,193
645,kyurem,229,307,265,231,379,191
477,froslass,249,237,315,292,318,191
207,steelix,141,365,295,462,152,187
529,excadrill,141,365,295,462,152,187
741,cutiefly,183,342,276,255,360,186
742,ribombee,183,342,276,255,360,186
452,croagunk,185,282,334,283,333,185
453,toxicroak,185,282,334,283,333,185
531,timburr,201,322,278,150,468,183
296,hariyama,201,322,278,150,468,183
65,machop,201,322,278,150,468,183
66,machoke,201,322,278,150,468,183
105,hitmonlee,201,322,278,150,468,183
67,machamp,201,322,278,150,468,183
106,hitmonchan,201,322,278,150,468,183
619,mienshao,201,322,278,150,468,183
538,sawk,201,322,278,150,468,183
537,throh,201,322,278,150,468,183
533,conkeldurr,201,322,278,150,468,183
673,pancham,201,322,278,150,468,183
532,gurdurr,201,322,278,150,468,183
765,passimian,201,322,278,150,468,183
295,makuhita,201,322,278,150,468,183
618,mienfoo,201,322,278,150,468,183
56,primeape,201,322,278,150,468,183
236,hitmontop,201,322,278,150,468,183
738,crabrawler,201,322,278,150,468,183
235,tyrogue,201,322,278,150,468,183
446,riolu,201,322,278,150,468,183
55,mankey,201,322,278,150,468,183
135,flareon,205,353,243,257,362,182
77,rapidash,205,353,243,257,362,182
653,braixen,205,353,243,257,362,182
76,ponyta,205,353,243,257,362,182
389,chimchar,205,353,243,257,362,182
243,entei,205,353,243,257,362,182
512,pansear,205,353,243,257,362,182
513,simisear,205,353,243,257,362,182
466,magmortar,205,353,243,257,362,182
154,cyndaquil,205,353,243,257,362,182
155,quilava,205,353,243,257,362,182
156,typhlosion,205,353,243,257,362,182
239,magby,205,353,243,257,362,182
798,guzzlord,131,508,162,401,218,182
652,fennekin,205,353,243,257,362,182
497,tepig,205,353,243,257,362,182
57,growlithe,205,353,243,257,362,182
630,heatmor,205,353,243,257,362,182
632,deino,131,508,162,401,218,182
633,zweilous,131,508,162,401,218,182
634,hydreigon,131,508,162,401,218,182
725,torracat,205,353,243,257,362,182
724,litten,205,353,243,257,362,182
125,magmar,205,353,243,257,362,182
323,torkoal,205,353,243,257,362,182
553,darumaka,205,353,243,257,362,182
3,charmander,205,353,243,257,362,182
4,charmeleon,205,353,243,257,362,182
554,darmanitan,205,353,243,257,362,182
217,slugma,205,353,243,257,362,182
58,arcanine,205,353,243,257,362,182
254,torchic,205,353,243,257,362,182
475,probopass,218,330,253,436,185,180
270,lombre,103,379,319,216,405,180
304,lairon,218,330,253,436,185,180
269,lotad,103,379,319,216,405,180
410,bastiodon,218,330,253,436,185,180
409,shieldon,218,330,253,436,185,180
271,ludicolo,103,379,319,216,405,180
305,aggron,218,330,253,436,185,180
303,aron,218,330,253,436,185,180
401,kricketune,140,371,290,179,443,179
411,burmy,140,371,290,179,443,179
616,accelgor,140,371,290,179,443,179
615,shelmet,140,371,290,179,443,179
735,grubbin,140,371,290,179,443,179
664,spewpa,140,371,290,179,443,179
661,fletchinder,221,296,284,340,282,179
662,talonflame,221,296,284,340,282,179
587,karrablast,140,371,290,179,443,179
663,scatterbug,140,371,290,179,443,179
740,oricorio,221,296,284,340,282,179
400,kricketot,140,371,290,179,443,179
249,ho-oh,221,296,284,340,282,179
312,volbeat,140,371,290,179,443,179
313,illumise,140,371,290,179,443,179
267,cascoon,140,371,290,179,443,179
265,silcoon,140,371,290,179,443,179
203,pineco,140,371,290,179,443,179
264,wurmple,140,371,290,179,443,179
5,charizard,221,296,284,340,282,179
145,moltres,221,296,284,340,282,179
10,metapod,140,371,290,179,443,179
126,pinsir,140,371,290,179,443,179
9,caterpie,140,371,290,179,443,179
91,gastly,162,309,330,370,253,178
560,sigilyph,217,345,239,263,360,178
527,swoobat,217,345,239,263,360,178
93,gengar,162,309,330,370,253,178
92,haunter,162,309,330,370,253,178
176,natu,217,345,239,263,360,178
248,lugia,217,345,239,263,360,178
177,xatu,217,345,239,263,360,178
526,woobat,217,345,239,263,360,178
321,numel,164,398,239,247,379,175
143,articuno,284,261,256,209,417,175
224,delibird,284,261,256,209,417,175
322,camerupt,164,398,239,247,379,175
104,marowak,164,398,239,247,379,175
307,medicham,185,312,304,104,523,174
306,meditite,185,312,304,104,523,174
474,gallade,185,312,304,104,523,174
40,zubat,209,353,239,331,299,171
41,golbat,209,353,239,331,299,171
168,crobat,209,353,239,331,299,171
291,shedinja,140,299,362,343,288,170
484,heatran,216,322,263,503,131,167
558,scraggy,180,337,284,213,423,165
674,pangoro,180,337,284,213,423,165
559,scrafty,180,337,284,213,423,165
424,drifloon,271,283,247,395,243,163
425,drifblim,271,283,247,395,243,163
690,dragalge,99,450,252,373,266,162
399,bibarel,96,390,315,275,364,162
18,rattata,60,491,250,164,476,161
780,dhelmise,212,195,394,413,227,161
708,trevenant,212,195,394,413,227,161
52,persian,60,491,250,164,476,161
51,meowth,60,491,250,164,476,161
19,raticate,60,491,250,164,476,161
707,phantump,212,195,394,413,227,161
709,pumpkaboo,212,195,394,413,227,161
710,gourgeist,212,195,394,413,227,161
723,decidueye,212,195,394,413,227,161
261,mightyena,107,561,133,162,481,158
509,liepard,107,561,133,162,481,158
570,zoroark,107,561,133,162,481,158
569,zorua,107,561,133,162,481,158
358,absol,107,561,133,162,481,158
260,poochyena,107,561,133,162,481,158
508,purrloin,107,561,133,162,481,158
490,darkrai,107,561,133,162,481,158
196,umbreon,107,561,133,162,481,158
642,reshiram,170,375,256,282,362,157
775,turtonator,170,375,256,282,362,157
517,musharna,104,535,162,122,524,155
432,chingling,104,535,162,122,524,155
150,mew,104,535,162,122,524,155
604,elgyem,104,535,162,122,524,155
467,togekiss,232,367,202,321,325,155
516,munna,104,535,162,122,524,155
479,uxie,104,535,162,122,524,155
480,mesprit,104,535,162,122,524,155
481,azelf,104,535,162,122,524,155
487,cresselia,104,535,162,122,524,155
149,mewtwo,104,535,162,122,524,155
605,beheeyem,104,535,162,122,524,155
575,gothitelle,104,535,162,122,524,155
64,alakazam,104,535,162,122,524,155
577,duosion,104,535,162,122,524,155
576,solosis,104,535,162,122,524,155
385,deoxys,104,535,162,122,524,155
676,espurr,104,535,162,122,524,155
574,gothorita,104,535,162,122,524,155
677,meowstic,104,535,162,122,524,155
175,togetic,232,367,202,321,325,155
96,hypno,104,535,162,122,524,155
324,spoink,104,535,162,122,524,155
325,grumpig,104,535,162,122,524,155
63,kadabra,104,535,162,122,524,155
359,wynaut,104,535,162,122,524,155
357,chimecho,104,535,162,122,524,155
62,abra,104,535,162,122,524,155
95,drowzee,104,535,162,122,524,155
573,gothita,104,535,162,122,524,155
195,espeon,104,535,162,122,524,155
788,cosmog,104,535,162,122,524,155
578,reuniclus,104,535,162,122,524,155
200,unown,104,535,162,122,524,155
201,wobbuffet,104,535,162,122,524,155
799,necrozma,104,535,162,122,524,155
789,cosmoem,104,535,162,122,524,155
767,golisopod,130,312,359,254,400,147
766,wimpod,130,312,359,254,400,147
750,dewpider,130,312,359,254,400,147
282,surskit,130,312,359,254,400,147
751,araquanid,130,312,359,254,400,147
628,vullaby,226,399,176,291,365,145
429,honchkrow,226,399,176,291,365,145
716,yveltal,226,399,176,291,365,145
197,murkrow,226,399,176,291,365,145
629,mandibuzz,226,399,176,291,365,145
591,frillish,213,244,344,453,204,144
729,primarina,155,389,257,358,299,144
787,tapu fini,155,389,257,358,299,144
182,marill,155,389,257,358,299,144
592,jellicent,213,244,344,453,204,144
183,azumarill,155,389,257,358,299,144
779,drampa,40,585,176,325,338,138
210,qwilfish,94,414,293,350,315,136
747,toxapex,94,414,293,350,315,136
71,tentacool,94,414,293,350,315,136
689,skrelp,94,414,293,350,315,136
72,tentacruel,94,414,293,350,315,136
746,mareanie,94,414,293,350,315,136
486,giratina,132,449,220,502,164,135
644,landorus,161,542,98,266,401,134
471,gliscor,161,542,98,266,401,134
206,gligar,161,542,98,266,401,134
501,dewott,141,426,234,254,417,130
502,samurott,141,426,234,254,417,130
500,oshawott,141,426,234,254,417,130
489,manaphy,141,426,234,254,417,130
222,remoraid,141,426,234,254,417,130
728,brionne,141,426,234,254,417,130
53,psyduck,141,426,234,254,417,130
159,feraligatr,141,426,234,254,417,130
158,croconaw,141,426,234,254,417,130
157,totodile,141,426,234,254,417,130
60,poliwhirl,141,426,234,254,417,130
59,poliwag,141,426,234,254,417,130
54,golduck,141,426,234,254,417,130
593,alomomola,141,426,234,254,417,130
745,wishiwashi,141,426,234,254,417,130
549,basculin,141,426,234,254,417,130
185,politoed,141,426,234,254,417,130
515,simipour,141,426,234,254,417,130
514,panpour,141,426,234,254,417,130
534,tympole,141,426,234,254,417,130
223,octillery,141,426,234,254,417,130
340,corphish,141,426,234,254,417,130
727,popplio,141,426,234,254,417,130
488,phione,141,426,234,254,417,130
7,wartortle,141,426,234,254,417,130
117,goldeen,141,426,234,254,417,130
116,seadra,141,426,234,254,417,130
770,pyukumuku,141,426,234,254,417,130
115,horsea,141,426,234,254,417,130
421,shellos,141,426,234,254,417,130
418,floatzel,141,426,234,254,417,130
417,buizel,141,426,234,254,417,130
655,froakie,141,426,234,254,417,130
98,kingler,141,426,234,254,417,130
97,krabby,141,426,234,254,417,130
393,prinplup,141,426,234,254,417,130
392,piplup,141,426,234,254,417,130
8,blastoise,141,426,234,254,417,130
6,squirtle,141,426,234,254,417,130
119,staryu,141,426,234,254,417,130
381,kyogre,141,426,234,254,417,130
319,wailmer,141,426,234,254,417,130
320,wailord,141,426,234,254,417,130
369,luvdisc,141,426,234,254,417,130
367,gorebyss,141,426,234,254,417,130
366,huntail,141,426,234,254,417,130
365,clamperl,141,426,234,254,417,130
691,clauncher,141,426,234,254,417,130
692,clawitzer,141,426,234,254,417,130
89,shellder,141,426,234,254,417,130
349,milotic,141,426,234,254,417,130
348,feebas,141,426,234,254,417,130
85,seel,141,426,234,254,417,130
118,seaking,141,426,234,254,417,130
656,frogadier,141,426,234,254,417,130
128,magikarp,141,426,234,254,417,130
257,mudkip,141,426,234,254,417,130
456,lumineon,141,426,234,254,417,130
244,suicune,141,426,234,254,417,130
133,vaporeon,141,426,234,254,417,130
455,finneon,141,426,234,254,417,130
438,mime jr.,81,510,210,163,509,129
280,kirlia,81,510,210,163,509,129
22,ekans,107,476,218,222,450,129
316,swalot,107,476,218,222,450,129
23,arbok,107,476,218,222,450,129
785,tapu lele,81,510,210,163,509,129
108,koffing,107,476,218,222,450,129
109,weezing,107,476,218,222,450,129
32,nidorino,107,476,218,222,450,129
567,trubbish,107,476,218,222,450,129
568,garbodor,107,476,218,222,450,129
28,nidoran♀,107,476,218,222,450,129
281,gardevoir,81,510,210,163,509,129
279,ralts,81,510,210,163,509,129
121,mr. mime,81,510,210,163,509,129
88,muk,107,476,218,222,450,129
29,nidorina,107,476,218,222,450,129
87,grimer,107,476,218,222,450,129
335,seviper,107,476,218,222,450,129
31,nidoran♂,107,476,218,222,450,129
315,gulpin,107,476,218,222,450,129
720,volcanion,183,445,173,205,469,127
80,magnemite,164,344,293,558,118,125
461,magnezone,164,344,293,558,118,125
776,togedemaru,164,344,293,558,118,125
81,magneton,164,344,293,558,118,125
170,lanturn,174,387,240,318,359,124
169,chinchou,174,387,240,318,359,124
333,altaria,224,410,167,401,277,123
148,dragonite,224,410,167,401,277,123
714,noivern,224,410,167,401,277,123
383,rayquaza,224,410,167,401,277,123
713,noibat,224,410,167,401,277,123
372,salamence,224,410,167,401,277,123
647,meloetta,99,456,246,119,560,122
643,zekrom,187,351,263,389,290,122
764,oranguru,99,456,246,119,560,122
202,girafarig,99,456,246,119,560,122
717,zygarde,203,352,246,219,464,118
328,vibrava,203,352,246,219,464,118
329,flygon,203,352,246,219,464,118
442,gible,203,352,246,219,464,118
444,garchomp,203,352,246,219,464,118
443,gabite,203,352,246,219,464,118
685,inkay,93,574,134,82,603,116
686,malamar,93,574,134,82,603,116
82,farfetch'd,186,440,175,247,442,112
83,doduo,186,440,175,247,442,112
627,braviary,186,440,175,247,442,112
626,rufflet,186,440,175,247,442,112
640,tornadus,193,488,120,262,427,112
162,hoothoot,186,440,175,247,442,112
660,fletchling,186,440,175,247,442,112
163,noctowl,186,440,175,247,442,112
520,unfezant,186,440,175,247,442,112
440,chatot,186,440,175,247,442,112
20,spearow,186,440,175,247,442,112
395,starly,186,440,175,247,442,112
275,taillow,186,440,175,247,442,112
21,fearow,186,440,175,247,442,112
84,dodrio,186,440,175,247,442,112
17,pidgeot,186,440,175,247,442,112
519,tranquill,186,440,175,247,442,112
732,toucannon,186,440,175,247,442,112
731,trumbeak,186,440,175,247,442,112
730,pikipek,186,440,175,247,442,112
396,staravia,186,440,175,247,442,112
16,pidgeotto,186,440,175,247,442,112
397,staraptor,186,440,175,247,442,112
332,swablu,186,440,175,247,442,112
15,pidgey,186,440,175,247,442,112
518,pidove,186,440,175,247,442,112
276,swellow,186,440,175,247,442,112
478,rotom,232,235,334,381,311,109
451,drapion,134,400,267,267,425,109
434,skuntank,134,400,267,267,425,109
433,stunky,134,400,267,267,425,109
447,lucario,193,183,425,458,235,108
637,cobalion,193,183,425,458,235,108
436,bronzong,178,291,332,474,220,107
435,bronzor,178,291,332,474,220,107
384,jirachi,178,291,332,474,220,107
373,beldum,178,291,332,474,220,107
375,metagross,178,291,332,474,220,107
790,solgaleo,178,291,332,474,220,107
374,metang,178,291,332,474,220,107
736,charjabug,179,270,352,215,480,106
737,vikavolt,179,270,352,215,480,106
595,galvantula,179,270,352,215,480,106
594,joltik,179,270,352,215,480,106
624,bisharp,151,350,300,501,195,105
623,pawniard,151,350,300,501,195,105
693,helioptile,167,328,306,208,489,104
694,heliolisk,167,328,306,208,489,104
620,druddigon,43,669,89,307,392,102
146,dratini,43,669,89,307,392,102
371,shelgon,43,669,89,307,392,102
609,axew,43,669,89,307,392,102
610,fraxure,43,669,89,307,392,102
611,haxorus,43,669,89,307,392,102
370,bagon,43,669,89,307,392,102
147,dragonair,43,669,89,307,392,102
705,goodra,43,669,89,307,392,102
781,jangmo-o,43,669,89,307,392,102
703,goomy,43,669,89,307,392,102
704,sliggoo,43,669,89,307,392,102
378,registeel,106,450,245,518,183,100
598,klink,106,450,245,518,183,100
599,klang,106,450,245,518,183,100
600,klinklang,106,450,245,518,183,100
422,gastrodon,222,253,326,246,458,97
338,barboach,222,253,326,246,458,97
339,whiscash,222,253,326,246,458,97
193,wooper,222,253,326,246,458,97
194,quagsire,222,253,326,246,458,97
536,seismitoad,222,253,326,246,458,97
258,marshtomp,222,253,326,246,458,97
535,palpitoad,222,253,326,246,458,97
259,swampert,222,253,326,246,458,97
680,aegislash,178,267,356,540,167,94
679,doublade,178,267,356,540,167,94
678,honedge,178,267,356,540,167,94
797,kartana,143,269,389,592,117,92
597,ferrothorn,143,269,389,592,117,92
596,ferroseed,143,269,389,592,117,92
701,dedenne,238,271,292,296,414,91
784,tapu koko,238,271,292,296,414,91
394,empoleon,138,358,305,555,160,86
670,florges,116,536,149,186,533,82
668,flabébé,116,536,149,186,533,82
791,lunala,138,469,194,288,431,82
683,swirlix,116,536,149,186,533,82
681,spritzee,116,536,149,186,533,82
684,slurpuff,116,536,149,186,533,82
682,aromatisse,116,536,149,186,533,82
669,floette,116,536,149,186,533,82
699,sylveon,116,536,149,186,533,82
34,clefairy,116,536,149,186,533,82
172,cleffa,116,536,149,186,533,82
174,togepi,116,536,149,186,533,82
208,snubbull,116,536,149,186,533,82
209,granbull,116,536,149,186,533,82
719,hoopa,138,469,194,288,431,82
763,comfey,116,536,149,186,533,82
715,xerneas,116,536,149,186,533,82
35,clefable,116,536,149,186,533,82
297,azurill,109,459,233,182,539,80
173,igglybuff,109,459,233,182,539,80
39,wigglytuff,109,459,233,182,539,80
38,jigglypuff,109,459,233,182,539,80
229,kingdra,140,391,270,234,488,79
483,palkia,140,391,270,234,488,79
355,dusclops,114,536,151,277,449,75
428,mismagius,114,536,151,277,449,75
352,shuppet,114,536,151,277,449,75
562,cofagrigus,114,536,151,277,449,75
561,yamask,114,536,151,277,449,75
353,banette,114,536,151,277,449,75
354,duskull,114,536,151,277,449,75
199,misdreavus,114,536,151,277,449,75
476,dusknoir,114,536,151,277,449,75
777,mimikyu,172,383,246,275,452,74
796,celesteela,241,311,249,541,186,74
226,skarmory,241,311,249,541,186,74
277,wingull,201,385,215,359,369,73
579,ducklett,201,385,215,359,369,73
457,mantyke,201,385,215,359,369,73
225,mantine,201,385,215,359,369,73
278,pelipper,201,385,215,359,369,73
129,gyarados,201,385,215,359,369,73
580,swanna,201,385,215,359,369,73
706,klefki,204,300,297,551,180,70
800,magearna,204,300,297,551,180,70
302,mawile,204,300,297,551,180,70
482,dialga,103,405,293,584,150,67
631,durant,188,225,388,508,231,62
588,escavalier,188,225,388,508,231,62
648,genesect,188,225,388,508,231,62
204,forretress,188,225,388,508,231,62
211,scizor,188,225,388,508,231,62
586,emolga,266,347,188,361,382,58
171,pichu,188,392,221,176,567,58
403,luxio,188,392,221,176,567,58
178,mareep,188,392,221,176,567,58
179,flaaffy,188,392,221,176,567,58
180,ampharos,188,392,221,176,567,58
238,elekid,188,392,221,176,567,58
402,shinx,188,392,221,176,567,58
521,blitzle,188,392,221,176,567,58
416,pachirisu,188,392,221,176,567,58
99,voltorb,188,392,221,176,567,58
242,raikou,188,392,221,176,567,58
25,raichu,188,392,221,176,567,58
24,pikachu,188,392,221,176,567,58
465,electivire,188,392,221,176,567,58
522,zebstrika,188,392,221,176,567,58
404,luxray,188,392,221,176,567,58
601,tynamo,188,392,221,176,567,58
311,minun,188,392,221,176,567,58
603,eelektross,188,392,221,176,567,58
144,zapdos,266,347,188,361,382,58
100,electrode,188,392,221,176,567,58
308,electrike,188,392,221,176,567,58
309,manectric,188,392,221,176,567,58
124,electabuzz,188,392,221,176,567,58
641,thundurus,266,347,188,361,382,58
134,jolteon,188,392,221,176,567,58
602,eelektrik,188,392,221,176,567,58
310,plusle,188,392,221,176,567,58
795,xurkitree,188,392,221,176,567,58
427,lopunny,0,664,137,41,707,53
430,glameow,0,664,137,41,707,53
326,spinda,0,664,137,41,707,53
431,purugly,0,664,137,41,707,53
439,happiny,0,664,137,41,707,53
