,name,att_wins,att_draws,att_losses,def_wins,def_draws,def_losses
448,hippopotas,184,364,173,124,403,194
50,dugtrio,184,364,173,124,403,194
327,trapinch,184,364,173,124,403,194
49,diglett,184,364,173,124,403,194
103,cubone,184,364,173,124,403,194
231,donphan,184,364,173,124,403,194
382,groudon,184,364,173,124,403,194
528,drilbur,184,364,173,124,403,194
586,emolga,237,315,169,319,347,55
144,zapdos,237,315,169,319,347,55
641,thundurus,237,315,169,319,347,55
130,lapras,153,406,162,132,391,198
90,cloyster,153,406,162,132,391,198
716,yveltal,202,357,162,267,325,129
197,murkrow,202,357,162,267,325,129
247,tyranitar,254,305,162,277,165,279
628,vullaby,202,357,162,267,325,129
629,mandibuzz,202,357,162,267,325,129
429,honchkrow,202,357,162,267,325,129
362,spheal,153,406,162,132,391,198
363,sealeo,153,406,162,132,391,198
364,walrein,153,406,162,132,391,198
86,dewgong,153,406,162,132,391,198
17,pidgeot,160,403,158,219,398,104
395,starly,160,403,158,219,398,104
20,spearow,160,403,158,219,398,104
275,taillow,160,403,158,219,398,104
16,pidgeotto,160,403,158,219,398,104
82,farfetch'd,160,403,158,219,398,104
332,swablu,160,403,158,219,398,104
21,fearow,160,403,158,219,398,104
276,swellow,160,403,158,219,398,104
660,fletchling,160,403,158,219,398,104
396,staravia,160,403,158,219,398,104
440,chatot,160,403,158,219,398,104
84,dodrio,160,403,158,219,398,104
397,staraptor,160,403,158,219,398,104
626,rufflet,160,403,158,219,398,104
627,braviary,160,403,158,219,398,104
15,pidgey,160,403,158,219,398,104
518,pidove,160,403,158,219,398,104
519,tranquill,160,403,158,219,398,104
520,unfezant,160,403,158,219,398,104
163,noctowl,160,403,158,219,398,104
162,hoothoot,160,403,158,219,398,104
83,doduo,160,403,158,219,398,104
720,volcanion,166,401,154,183,421,117
487,cresselia,90,483,148,108,474,139
62,abra,90,483,148,108,474,139
479,uxie,90,483,148,108,474,139
324,spoink,90,483,148,108,474,139
95,drowzee,90,483,148,108,474,139
96,hypno,90,483,148,108,474,139
325,grumpig,90,483,148,108,474,139
359,wynaut,90,483,148,108,474,139
149,mewtwo,90,483,148,108,474,139
696,tyrantrum,220,353,148,276,253,192
357,chimecho,90,483,148,108,474,139
385,deoxys,90,483,148,108,474,139
604,elgyem,90,483,148,108,474,139
605,beheeyem,90,483,148,108,474,139
195,espeon,90,483,148,108,474,139
516,munna,90,483,148,108,474,139
517,musharna,90,483,148,108,474,139
695,tyrunt,220,353,148,276,253,192
201,wobbuffet,90,483,148,108,474,139
480,mesprit,90,483,148,108,474,139
200,unown,90,483,148,108,474,139
578,reuniclus,90,483,148,108,474,139
63,kadabra,90,483,148,108,474,139
576,solosis,90,483,148,108,474,139
150,mew,90,483,148,108,474,139
575,gothitelle,90,483,148,108,474,139
574,gothorita,90,483,148,108,474,139
573,gothita,90,483,148,108,474,139
64,alakazam,90,483,148,108,474,139
432,chingling,90,483,148,108,474,139
577,duosion,90,483,148,108,474,139
481,azelf,90,483,148,108,474,139
676,espurr,90,483,148,108,474,139
677,meowstic,90,483,148,108,474,139
148,dragonite,197,378,146,358,253,110
333,altaria,197,378,146,358,253,110
383,rayquaza,197,378,146,358,253,110
713,noibat,197,378,146,358,253,110
714,noivern,197,378,146,358,253,110
372,salamence,197,378,146,358,253,110
141,aerodactyl,266,314,141,318,207,196
566,archeops,266,314,141,318,207,196
565,archen,266,314,141,318,207,196
632,deino,118,464,139,367,195,159
634,hydreigon,118,464,139,367,195,159
633,zweilous,118,464,139,367,195,159
561,yamask,102,482,137,244,410,67
352,shuppet,102,482,137,244,410,67
562,cofagrigus,102,482,137,244,410,67
199,misdreavus,102,482,137,244,410,67
353,banette,102,482,137,244,410,67
476,dusknoir,102,482,137,244,410,67
354,duskull,102,482,137,244,410,67
428,mismagius,102,482,137,244,410,67
355,dusclops,102,482,137,244,410,67
172,cleffa,104,481,136,163,486,72
699,sylveon,104,481,136,163,486,72
174,togepi,104,481,136,163,486,72
683,swirlix,104,481,136,163,486,72
670,florges,104,481,136,163,486,72
681,spritzee,104,481,136,163,486,72
684,slurpuff,104,481,136,163,486,72
208,snubbull,104,481,136,163,486,72
209,granbull,104,481,136,163,486,72
34,clefairy,104,481,136,163,486,72
682,aromatisse,104,481,136,163,486,72
35,clefable,104,481,136,163,486,72
715,xerneas,104,481,136,163,486,72
668,flabébé,104,481,136,163,486,72
669,floette,104,481,136,163,486,72
658,bunnelby,0,599,122,35,642,44
445,munchlax,0,599,122,35,642,44
160,sentret,0,599,122,35,642,44
675,furfrou,0,599,122,35,642,44
439,happiny,0,599,122,35,642,44
107,lickitung,0,599,122,35,642,44
131,ditto,0,599,122,35,642,44
112,chansey,0,599,122,35,642,44
462,lickilicky,0,599,122,35,642,44
142,snorlax,0,599,122,35,642,44
136,porygon,0,599,122,35,642,44
132,eevee,0,599,122,35,642,44
127,tauros,0,599,122,35,642,44
114,kangaskhan,0,599,122,35,642,44
492,arceus,0,599,122,35,642,44
161,furret,0,599,122,35,642,44
423,ambipom,0,599,122,35,642,44
263,linoone,0,599,122,35,642,44
572,cinccino,0,599,122,35,642,44
571,minccino,0,599,122,35,642,44
286,slakoth,0,599,122,35,642,44
287,vigoroth,0,599,122,35,642,44
288,slaking,0,599,122,35,642,44
293,loudred,0,599,122,35,642,44
294,exploud,0,599,122,35,642,44
299,skitty,0,599,122,35,642,44
300,delcatty,0,599,122,35,642,44
426,buneary,0,599,122,35,642,44
326,spinda,0,599,122,35,642,44
241,blissey,0,599,122,35,642,44
334,zangoose,0,599,122,35,642,44
350,castform,0,599,122,35,642,44
351,kecleon,0,599,122,35,642,44
485,regigigas,0,599,122,35,642,44
530,audino,0,599,122,35,642,44
507,stoutland,0,599,122,35,642,44
506,herdier,0,599,122,35,642,44
505,lillipup,0,599,122,35,642,44
504,watchog,0,599,122,35,642,44
503,patrat,0,599,122,35,642,44
398,bidoof,0,599,122,35,642,44
262,zigzagoon,0,599,122,35,642,44
292,whismur,0,599,122,35,642,44
215,teddiursa,0,599,122,35,642,44
232,porygon2,0,599,122,35,642,44
189,aipom,0,599,122,35,642,44
205,dunsparce,0,599,122,35,642,44
431,purugly,0,599,122,35,642,44
625,bouffalant,0,599,122,35,642,44
430,glameow,0,599,122,35,642,44
216,ursaring,0,599,122,35,642,44
473,porygon-z,0,599,122,35,642,44
427,lopunny,0,599,122,35,642,44
233,stantler,0,599,122,35,642,44
234,smeargle,0,599,122,35,642,44
240,miltank,0,599,122,35,642,44
718,diancie,201,401,119,281,204,236
702,carbink,201,401,119,281,204,236
685,inkay,83,521,117,74,551,96
686,malamar,83,521,117,74,551,96
298,nosepass,199,408,114,217,235,269
407,cranidos,199,408,114,217,235,269
376,regirock,199,408,114,217,235,269
525,gigalith,199,408,114,217,235,269
523,roggenrola,199,408,114,217,235,269
437,bonsly,199,408,114,217,235,269
524,boldore,199,408,114,217,235,269
184,sudowoodo,199,408,114,217,235,269
408,rampardos,199,408,114,217,235,269
509,liepard,96,513,112,148,441,132
508,purrloin,96,513,112,148,441,132
260,poochyena,96,513,112,148,441,132
261,mightyena,96,513,112,148,441,132
490,darkrai,96,513,112,148,441,132
570,zoroark,96,513,112,148,441,132
569,zorua,96,513,112,148,441,132
358,absol,96,513,112,148,441,132
196,umbreon,96,513,112,148,441,132
640,tornadus,165,446,110,230,386,105
206,gligar,143,488,90,243,352,126
644,landorus,143,488,90,243,352,126
471,gliscor,143,488,90,243,352,126
705,goodra,37,611,73,276,355,90
370,bagon,37,611,73,276,355,90
371,shelgon,37,611,73,276,355,90
611,haxorus,37,611,73,276,355,90
620,druddigon,37,611,73,276,355,90
609,axew,37,611,73,276,355,90
704,sliggoo,37,611,73,276,355,90
146,dratini,37,611,73,276,355,90
147,dragonair,37,611,73,276,355,90
703,goomy,37,611,73,276,355,90
610,fraxure,37,611,73,276,355,90
